52181,19148
44742,37213
41818,40209
39415,55455
97686,60605
44554,48226
106056,07073
49740,02035
97909,20785
53612,28202
156317,30313
55408,33607
47487,33056
45836,63101
54705,85305
86466,89118
49613,95054
155567,90301
38342,98230
56763,98134
52953,76011
123308,77054
49265,70112
53150,64129
